Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
6220,7/6/2019,male,100,silver,4,specialty,yes,,yes,9
6221,7/6/2019,male,100,blue,2,chocolate,yes,,yes,8
6222,7/6/2019,male,100,no preference,6,chocolate,yes,,yes,7
6223,7/6/2019,male,100,white,1,chocolate,yes,,yes,5
6224,7/6/2019,female,100,red,6,specialty,yes,<50K,yes,1
6225,7/6/2019,female,100,no preference,1,vanilla,yes,<50K,yes,2
6226,7/6/2019,female,100,white,4,vanilla,yes,<50K,yes,6
6227,7/6/2019,male,100,red,3,chocolate,yes,,yes,4
6228,7/6/2019,male,100,red,10,swirl,yes,,yes,4
6229,7/6/2019,female,100,white,4,chocolate,yes,<50K,yes,6
6230,7/6/2019,female,100,blue,2,specialty,yes,<50K,yes,8
6231,7/6/2019,female,100,black,3,chocolate,yes,<50K,yes,4
6232,7/6/2019,female,100,red,7,swirl,yes,<50K,yes,4
6233,7/6/2019,male,100,white,2,specialty,yes,,yes,8
6234,7/6/2019,female,100,white,6,no preference,yes,<50K,yes,3
6235,7/6/2019,male,100,silver,,chocolate,yes,,yes,5
6236,7/6/2019,female,100,blue,,no preference,yes,<50K,yes,8
6237,7/6/2019,male,100,no preference,,swirl,yes,,yes,1
6238,7/6/2019,male,100,white,3,swirl,yes,,yes,8
6239,7/6/2019,male,100,red,6,swirl,yes,,yes,9
6240,7/6/2019,male,100,white,0,no preference,yes,,yes,4
6241,7/6/2019,male,100,blue,1,swirl,yes,,yes,5
6242,7/6/2019,male,100,white,1,swirl,yes,,yes,3
6243,7/6/2019,male,100,silver,3,swirl,yes,,yes,9
6244,7/6/2019,female,100,white,1,no preference,yes,<50K,yes,6
6245,7/6/2019,male,100,no preference,10,no preference,yes,,yes,7
6246,7/6/2019,female,100,black,10,specialty,yes,<50K,yes,1
6247,7/6/2019,male,100,red,3,vanilla,yes,,yes,4
6248,7/6/2019,male,100,no preference,3,chocolate,yes,,yes,7
6249,7/6/2019,male,100,blue,7,no preference,yes,,yes,1
6250,7/6/2019,male,100,red,4,swirl,yes,,yes,4
6251,7/6/2019,female,100,white,6,no preference,yes,<50K,yes,8
6252,7/6/2019,female,100,no preference,6,specialty,yes,<50K,yes,5
6253,7/6/2019,male,100,red,8,specialty,yes,,yes,4
6254,7/6/2019,male,100,blue,6,swirl,yes,,yes,5
6255,7/6/2019,male,100,blue,9,no preference,yes,,yes,8
6256,7/6/2019,male,100,silver,4,vanilla,yes,,yes,3
6257,7/6/2019,female,100,red,8,swirl,yes,<50K,yes,4
6258,7/6/2019,male,100,no preference,0,vanilla,yes,,yes,9
6259,7/6/2019,male,100,blue,4,vanilla,yes,,yes,3
6260,7/6/2019,male,100,silver,2,specialty,yes,,yes,1
6261,7/6/2019,male,100,black,7,chocolate,yes,,yes,4
6262,7/6/2019,male,100,blue,8,chocolate,yes,,yes,5
6263,7/6/2019,female,100,red,8,specialty,yes,<50K,yes,5
6264,7/6/2019,male,,white,9,swirl,yes,,yes,7
6265,7/6/2019,female,,silver,8,specialty,yes,<50K,yes,5
6266,7/7/2019,male,,white,5,no preference,yes,,yes,8
6267,7/7/2019,female,,red,0,chocolate,yes,<50K,yes,4
6268,7/7/2019,female,100,black,4,specialty,yes,<50K,yes,10
6269,7/7/2019,male,100,blue,6,specialty,yes,,yes,4
6270,7/7/2019,female,100,blue,4,vanilla,yes,>100K,yes,2
6271,7/7/2019,male,100,black,10,chocolate,yes,,yes,8
6272,7/7/2019,male,100,white,6,swirl,yes,,yes,2
6273,7/7/2019,female,100,silver,10,swirl,yes,>100K,yes,6
6274,7/7/2019,female,100,no preference,5,no preference,yes,>100K,yes,7
6275,7/7/2019,male,100,red,8,specialty,yes,,yes,8
6276,7/7/2019,female,100,blue,8,chocolate,yes,>100K,yes,1
6277,7/7/2019,male,100,no preference,1,chocolate,yes,,yes,2
6278,7/7/2019,male,100,silver,7,chocolate,yes,,yes,7
6279,7/7/2019,male,100,white,3,swirl,yes,,yes,10
6280,7/7/2019,male,100,black,4,swirl,yes,,yes,9
6281,7/7/2019,female,100,blue,2,vanilla,yes,>100K,yes,2
6282,7/7/2019,female,100,silver,9,no preference,yes,>100K,yes,9
6283,7/7/2019,male,100,no preference,4,vanilla,yes,,yes,7
6284,7/7/2019,male,100,no preference,9,specialty,yes,,yes,6
6285,7/7/2019,male,100,blue,3,specialty,yes,,yes,4
6286,7/7/2019,male,100,white,7,specialty,yes,,yes,2
6287,7/7/2019,female,100,black,0,no preference,yes,>100K,yes,9
6288,7/7/2019,male,100,black,4,swirl,yes,,yes,5
6289,7/7/2019,female,100,red,8,swirl,yes,>100K,yes,4
6290,7/7/2019,male,100,no preference,6,chocolate,yes,,yes,5
6291,7/7/2019,male,100,white,9,swirl,yes,,yes,9
6292,7/7/2019,male,100,blue,1,vanilla,yes,,yes,2
6293,7/7/2019,female,377,red,6,swirl,yes,>100K,yes,2
6294,7/7/2019,female,206,blue,4,vanilla,yes,>100K,yes,0
6295,7/7/2019,female,314,black,9,swirl,yes,>100K,yes,8
6296,7/7/2019,male,367,white,6,no preference,no,,yes,4
6297,7/7/2019,female,108,blue,4,swirl,yes,>100K,yes,0
6298,7/7/2019,female,289,silver,6,swirl,yes,>100K,yes,6
6299,7/7/2019,male,330,silver,6,swirl,yes,>100K,yes,2
6300,7/7/2019,male,290,red,0,swirl,yes,>100K,yes,1
6301,7/7/2019,male,345,blue,7,no preference,yes,,yes,5
6302,7/7/2019,male,152,no preference,3,chocolate,yes,,yes,7
6303,7/7/2019,male,272,silver,4,no preference,yes,,yes,5
6304,7/7/2019,male,343,white,9,swirl,yes,,yes,8
6305,7/7/2019,male,106,blue,3,no preference,yes,,yes,4
6306,7/7/2019,male,193,red,6,specialty,yes,,yes,6
6307,7/7/2019,male,193,red,1,chocolate,yes,,yes,8
6308,7/7/2019,female,196,red,2,swirl,yes,>100K,yes,5
6309,7/7/2019,female,120,red,7,swirl,yes,>100K,yes,6
6310,7/7/2019,male,233,silver,3,swirl,yes,,yes,8
6311,7/7/2019,female,379,blue,0,no preference,yes,>100K,yes,8
6312,7/7/2019,female,257,no preference,4,no preference,yes,>100K,yes,7
6313,7/7/2019,female,370,blue,3,vanilla,yes,>100K,yes,6
6314,7/7/2019,male,268,red,6,chocolate,yes,,yes,8
6315,7/7/2019,male,129,red,0,specialty,yes,>100K,yes,3
6316,7/7/2019,male,240,silver,8,specialty,yes,>100K,yes,1
6317,7/7/2019,male,116,black,5,specialty,yes,,yes,8
6318,7/7/2019,male,222,white,9,swirl,yes,>100K,yes,0
6319,7/7/2019,female,153,blue,6,swirl,yes,>100K,yes,3
6320,7/7/2019,male,381,red,10,swirl,yes,,yes,5
6321,7/7/2019,male,206,blue,1,swirl,yes,,yes,6
6322,7/7/2019,male,338,no preference,8,swirl,yes,>100K,yes,2
6323,7/7/2019,male,204,blue,3,specialty,yes,>100K,yes,2
6324,7/7/2019,male,396,no preference,0,specialty,yes,,yes,8
6325,7/7/2019,female,360,silver,10,swirl,yes,>100K,yes,5
6326,7/7/2019,female,164,black,10,swirl,yes,>100K,yes,6
6327,7/7/2019,female,320,white,2,swirl,yes,>100K,yes,8
6328,7/7/2019,male,299,no preference,2,chocolate,yes,,yes,8
6329,7/7/2019,male,373,silver,8,swirl,yes,,yes,7
6330,7/7/2019,male,347,white,3,vanilla,yes,>100K,yes,3
6331,7/7/2019,male,214,black,7,chocolate,yes,,yes,5
6332,7/7/2019,male,121,white,5,chocolate,yes,,yes,5
6333,7/7/2019,female,339,black,5,specialty,yes,>100K,yes,8
6334,7/7/2019,male,142,black,4,chocolate,yes,,yes,7
6335,7/7/2019,male,264,silver,5,specialty,yes,,yes,5
6336,7/7/2019,male,242,no preference,0,no preference,yes,,yes,5
6337,7/7/2019,female,269,black,0,chocolate,yes,>100K,yes,3
6338,7/7/2019,female,271,blue,5,specialty,yes,>100K,yes,2
6339,7/7/2019,male,213,black,9,swirl,yes,>100K,yes,3
6340,7/7/2019,female,291,no preference,2,vanilla,yes,>100K,yes,8
6341,7/7/2019,male,380,blue,3,no preference,yes,,yes,4
6342,7/7/2019,male,382,red,4,chocolate,yes,,yes,8
6343,7/7/2019,male,233,red,4,swirl,yes,,yes,5
6344,7/7/2019,male,284,silver,4,vanilla,yes,,yes,5
6345,7/7/2019,female,197,silver,4,chocolate,yes,>100K,yes,6
6346,7/7/2019,female,341,red,7,swirl,yes,>100K,yes,0
6347,7/7/2019,female,165,black,6,specialty,yes,>100K,yes,6
6348,7/7/2019,male,176,white,0,no preference,yes,>100K,yes,0
6349,7/7/2019,male,337,silver,5,vanilla,yes,,yes,8
6350,7/7/2019,female,173,silver,4,specialty,yes,>100K,yes,0
6351,7/7/2019,male,306,no preference,9,chocolate,yes,,yes,5
6352,7/7/2019,male,180,blue,1,vanilla,yes,,yes,6
6353,7/7/2019,male,200,white,3,specialty,yes,,yes,6
6354,7/7/2019,female,394,red,1,no preference,yes,>100K,yes,4
6355,7/7/2019,male,264,silver,6,specialty,yes,,yes,6
6356,7/7/2019,male,209,white,10,vanilla,yes,>100K,yes,0
6357,7/7/2019,female,257,black,2,no preference,yes,>100K,yes,0
6358,7/7/2019,female,273,white,10,chocolate,yes,>100K,yes,7
6359,7/7/2019,female,216,blue,9,vanilla,yes,>100K,yes,7
6360,7/7/2019,male,119,black,5,vanilla,yes,>100K,yes,0
6361,7/7/2019,male,256,blue,10,vanilla,yes,,yes,7
6362,7/7/2019,male,162,no preference,1,vanilla,yes,>100K,yes,3
6363,7/7/2019,male,388,white,5,specialty,yes,,yes,6
6364,7/7/2019,female,103,blue,4,specialty,yes,>100K,yes,0
6365,7/7/2019,male,107,red,4,no preference,yes,,yes,4
6366,7/7/2019,male,278,blue,9,no preference,yes,,yes,7
6367,7/7/2019,male,293,silver,7,specialty,yes,,yes,6
6368,7/7/2019,male,286,silver,5,chocolate,yes,,yes,4
6369,7/7/2019,female,111,red,3,no preference,yes,>100K,yes,2
6370,7/7/2019,female,278,no preference,6,chocolate,yes,>100K,yes,6
6371,7/7/2019,male,287,silver,0,swirl,yes,,yes,6
6372,7/7/2019,male,301,blue,8,vanilla,yes,,yes,8
6373,7/7/2019,male,359,no preference,4,chocolate,yes,,yes,5
6374,7/7/2019,male,272,blue,5,swirl,yes,,yes,5
6375,7/7/2019,female,212,silver,1,swirl,yes,>100K,yes,4
6376,7/7/2019,male,298,blue,7,swirl,yes,,yes,4
6377,7/7/2019,male,285,white,7,swirl,yes,>100K,yes,0
6378,7/7/2019,male,284,blue,1,specialty,yes,>100K,yes,0
6379,7/7/2019,female,389,blue,10,swirl,yes,>100K,yes,6
6380,7/7/2019,male,151,blue,9,specialty,yes,,yes,5
6381,7/7/2019,male,387,white,0,swirl,yes,,yes,5
6382,7/7/2019,male,210,black,7,no preference,yes,,yes,7
6383,7/7/2019,male,110,white,3,no preference,yes,>100K,yes,3
6384,7/7/2019,male,296,blue,5,specialty,yes,,yes,5
6385,7/7/2019,male,132,silver,10,no preference,yes,,yes,6
6386,7/7/2019,male,199,red,0,specialty,yes,,yes,7
6387,7/7/2019,male,356,blue,3,specialty,yes,>100K,yes,1
6388,7/7/2019,female,152,silver,8,chocolate,yes,>100K,yes,5
6389,7/7/2019,male,103,silver,3,specialty,yes,,yes,6
6390,7/7/2019,male,264,black,7,vanilla,yes,,yes,6
6391,7/7/2019,male,337,silver,2,chocolate,yes,,yes,8
6392,7/7/2019,male,355,silver,2,swirl,yes,,yes,5
6393,7/7/2019,female,136,red,1,swirl,yes,>100K,yes,8
6394,7/7/2019,male,178,white,2,chocolate,yes,,yes,6
6395,7/7/2019,female,306,black,8,specialty,yes,>100K,yes,8
6396,7/7/2019,female,213,silver,1,vanilla,yes,>100K,yes,1
6397,7/7/2019,female,196,silver,0,no preference,yes,>100K,yes,6
6398,7/7/2019,male,321,red,4,no preference,yes,,yes,7
6399,7/7/2019,male,173,no preference,8,no preference,yes,>100K,yes,1
6400,7/7/2019,male,245,white,2,chocolate,yes,,yes,5
6401,7/7/2019,male,306,silver,10,no preference,yes,,yes,8
6402,7/7/2019,male,193,white,0,swirl,yes,>100K,yes,1
6403,7/7/2019,male,282,blue,4,chocolate,yes,>100K,yes,1
6404,7/7/2019,female,171,red,8,no preference,yes,>100K,yes,5
6405,7/7/2019,male,142,silver,5,chocolate,yes,,yes,6
6406,7/7/2019,male,355,black,3,vanilla,yes,,yes,4
6407,7/7/2019,male,215,no preference,8,vanilla,yes,,yes,5
6408,7/7/2019,female,296,silver,10,no preference,yes,>100K,yes,0
6409,7/7/2019,male,329,blue,9,no preference,yes,,yes,4
6410,7/7/2019,female,140,silver,2,swirl,yes,>100K,yes,7
6411,7/7/2019,male,150,silver,7,chocolate,yes,,yes,6
6412,7/7/2019,male,236,black,6,swirl,no,,yes,6
6413,7/7/2019,female,327,blue,2,chocolate,yes,>100K,yes,4
6414,7/7/2019,female,161,silver,3,chocolate,yes,>100K,yes,3
6415,7/7/2019,male,271,black,6,swirl,yes,,yes,6
6416,7/7/2019,male,224,silver,10,chocolate,yes,>100K,yes,0
6417,7/7/2019,male,299,red,9,no preference,yes,,yes,5
6418,7/7/2019,male,152,red,6,vanilla,yes,,yes,5
6419,7/7/2019,female,374,silver,5,no preference,no,>100K,yes,6
6420,7/7/2019,male,369,silver,2,chocolate,yes,,yes,5
6421,7/7/2019,female,295,white,6,no preference,yes,>100K,yes,2
6422,7/7/2019,female,395,blue,5,vanilla,yes,>100K,yes,7
6423,7/7/2019,male,248,white,1,swirl,yes,,yes,8
6424,7/7/2019,male,357,white,1,no preference,yes,>100K,yes,0
6425,7/7/2019,female,281,blue,4,swirl,yes,>100K,yes,0
6426,7/7/2019,male,217,red,2,specialty,yes,>100K,yes,3
6427,7/7/2019,male,247,silver,4,swirl,yes,>100K,yes,1
6428,7/7/2019,male,327,no preference,3,chocolate,yes,,yes,8
6429,7/7/2019,male,243,red,5,swirl,yes,,yes,7
6430,7/7/2019,male,271,black,3,no preference,yes,,yes,7
6431,7/7/2019,male,303,red,9,no preference,yes,,yes,6
6432,7/7/2019,male,163,black,9,chocolate,yes,,yes,7
6433,7/7/2019,female,166,blue,5,specialty,yes,>100K,yes,7
6434,7/7/2019,female,350,no preference,6,specialty,yes,>100K,yes,0
6435,7/7/2019,male,183,white,6,vanilla,yes,,yes,4
6436,7/7/2019,male,384,red,1,vanilla,yes,>100K,yes,1
6437,7/7/2019,male,303,red,0,specialty,yes,,yes,6
6438,7/7/2019,male,253,blue,1,vanilla,yes,,yes,6
6439,7/7/2019,male,162,no preference,3,swirl,yes,,yes,6
6440,7/7/2019,male,340,red,0,chocolate,yes,,yes,8
6441,7/7/2019,male,313,no preference,2,chocolate,yes,,yes,4
6442,7/7/2019,male,232,no preference,6,swirl,yes,,yes,7
6443,7/7/2019,female,298,white,5,swirl,yes,>100K,yes,2
6444,7/7/2019,female,344,blue,5,no preference,yes,>100K,yes,2
6445,7/7/2019,female,317,silver,6,vanilla,yes,>100K,yes,6
6446,7/7/2019,male,338,no preference,3,no preference,yes,,yes,5
6447,7/7/2019,female,392,white,9,vanilla,yes,>100K,yes,8
6448,7/7/2019,male,266,white,10,vanilla,yes,,yes,6
6449,7/7/2019,male,354,silver,4,chocolate,yes,,yes,8
6450,7/7/2019,male,103,no preference,0,no preference,yes,>100K,yes,0
6451,7/7/2019,female,376,red,4,vanilla,yes,>100K,yes,0
6452,7/7/2019,male,171,black,4,chocolate,yes,>100K,yes,3
6453,7/7/2019,male,141,red,5,vanilla,yes,,yes,5
6454,7/7/2019,male,173,red,5,vanilla,yes,,yes,6
6455,7/7/2019,male,297,white,5,vanilla,yes,,yes,7
6456,7/7/2019,male,258,no preference,10,swirl,yes,>100K,yes,1
6457,7/7/2019,male,263,white,4,swirl,yes,,yes,5
6458,7/7/2019,male,328,no preference,8,swirl,yes,>100K,yes,0
6459,7/7/2019,female,333,black,2,swirl,yes,>100K,yes,7
6460,7/7/2019,male,265,red,2,no preference,yes,,yes,7
6461,7/7/2019,female,257,blue,0,vanilla,yes,>100K,yes,6
6462,7/7/2019,male,125,silver,10,swirl,yes,,yes,7
6463,7/7/2019,male,318,white,3,vanilla,yes,,yes,4
6464,7/7/2019,male,262,no preference,0,chocolate,yes,>100K,yes,0
6465,7/7/2019,male,283,black,10,no preference,yes,,yes,8
6466,7/7/2019,male,310,silver,5,chocolate,yes,>100K,yes,1
6467,7/7/2019,female,279,white,8,chocolate,yes,>100K,yes,5
6468,7/7/2019,female,296,no preference,9,swirl,yes,>100K,yes,6
6469,7/7/2019,male,228,red,8,specialty,yes,,yes,8
6470,7/7/2019,male,139,black,5,no preference,yes,>100K,yes,3
6471,7/7/2019,female,109,black,10,chocolate,yes,>100K,yes,3
6472,7/7/2019,male,164,black,6,swirl,yes,,yes,6
6473,7/7/2019,male,295,white,8,no preference,yes,,yes,6
6474,7/7/2019,female,300,blue,4,vanilla,yes,>100K,yes,6
6475,7/7/2019,male,211,black,2,specialty,yes,,yes,4
6476,7/7/2019,male,204,red,8,vanilla,yes,,yes,6
6477,7/7/2019,female,341,red,8,swirl,yes,>100K,yes,6
6478,7/7/2019,male,309,no preference,4,specialty,yes,,yes,6
6479,7/7/2019,male,255,blue,7,specialty,yes,>100K,yes,0
6480,7/7/2019,male,199,blue,9,swirl,yes,,yes,6
6481,7/7/2019,male,173,no preference,8,specialty,yes,,yes,8
6482,7/7/2019,male,349,no preference,7,chocolate,yes,,yes,7
6483,7/7/2019,male,134,red,8,chocolate,yes,>100K,yes,1
6484,7/7/2019,female,214,red,2,vanilla,yes,>100K,yes,1
6485,7/7/2019,female,381,no preference,0,swirl,yes,>100K,yes,1
6486,7/7/2019,male,346,black,8,specialty,yes,>100K,yes,3
6487,7/7/2019,female,187,red,8,specialty,yes,>100K,yes,3
6488,7/7/2019,male,250,white,1,specialty,yes,,yes,7
6489,7/7/2019,female,324,white,8,chocolate,yes,>100K,yes,1
6490,7/7/2019,male,320,no preference,4,vanilla,yes,,yes,5
6491,7/7/2019,female,104,red,8,no preference,yes,>100K,yes,3
6492,7/7/2019,male,116,black,2,no preference,yes,,yes,4
6493,7/7/2019,male,258,white,0,specialty,yes,,yes,4
6494,7/7/2019,male,277,white,10,vanilla,yes,,yes,6
6495,7/7/2019,male,307,black,8,vanilla,yes,,yes,8
6496,7/7/2019,male,102,silver,2,vanilla,yes,>100K,yes,2
6497,7/7/2019,male,302,white,8,vanilla,yes,,yes,4
6498,7/7/2019,female,269,silver,0,swirl,yes,>100K,yes,5
6499,7/7/2019,male,284,no preference,1,no preference,yes,>100K,yes,0
6500,7/7/2019,male,313,black,6,chocolate,yes,>100K,yes,3
6501,7/7/2019,female,266,black,3,chocolate,yes,>100K,yes,5
6502,7/7/2019,male,265,silver,9,no preference,yes,,yes,7
6503,7/7/2019,male,326,silver,1,swirl,yes,,yes,8
6504,7/7/2019,female,312,white,10,no preference,yes,>100K,yes,2
6505,7/7/2019,male,244,white,6,swirl,yes,,yes,7
6506,7/7/2019,female,147,white,3,swirl,yes,>100K,yes,1
6507,7/7/2019,female,227,black,7,chocolate,yes,>100K,yes,3
6508,7/7/2019,male,270,red,0,chocolate,yes,>100K,yes,3
6509,7/7/2019,male,202,red,4,swirl,yes,>100K,yes,0
6510,7/7/2019,male,129,silver,6,chocolate,yes,,yes,8
6511,7/7/2019,male,305,silver,9,specialty,yes,>100K,yes,0
6512,7/7/2019,female,228,blue,8,swirl,yes,>100K,yes,5
6513,7/7/2019,male,106,silver,9,specialty,yes,,yes,5
6514,7/7/2019,male,360,blue,4,swirl,yes,>100K,yes,3
6515,7/7/2019,male,248,blue,9,swirl,yes,>100K,yes,3
6516,7/7/2019,male,244,white,9,chocolate,yes,,yes,4
6517,7/7/2019,male,122,black,5,no preference,yes,,yes,7
6518,7/7/2019,female,283,red,2,swirl,yes,>100K,yes,8
6519,7/7/2019,female,240,white,0,swirl,yes,>100K,yes,8
6520,7/7/2019,male,167,white,10,vanilla,yes,,yes,7
6521,7/7/2019,male,395,red,2,no preference,yes,,yes,8
6522,7/7/2019,male,321,red,0,chocolate,yes,,yes,4
6523,7/7/2019,female,351,silver,7,swirl,yes,>100K,yes,1
6524,7/7/2019,female,153,black,10,swirl,yes,>100K,yes,5
6525,7/7/2019,female,191,blue,7,no preference,yes,>100K,yes,1
6526,7/7/2019,male,297,blue,9,no preference,yes,>100K,yes,3
6527,7/7/2019,female,224,black,8,swirl,yes,>100K,yes,3
6528,7/7/2019,female,165,blue,0,vanilla,yes,>100K,yes,5
6529,7/7/2019,male,286,silver,3,no preference,yes,,yes,8
6530,7/7/2019,male,187,blue,5,vanilla,yes,,yes,5
6531,7/7/2019,male,313,silver,10,specialty,yes,,yes,7
6532,7/7/2019,male,277,no preference,2,no preference,yes,>100K,yes,1
6533,7/7/2019,female,175,red,3,specialty,yes,>100K,yes,7
6534,7/7/2019,male,108,blue,6,no preference,yes,>100K,yes,1
6535,7/7/2019,female,277,black,4,swirl,yes,>100K,yes,0
6536,7/7/2019,male,330,red,2,specialty,yes,,yes,4
6537,7/7/2019,female,236,blue,1,chocolate,yes,>100K,yes,7
6538,7/7/2019,male,324,black,5,chocolate,yes,,yes,8
6539,7/7/2019,male,346,red,5,no preference,yes,,yes,8
6540,7/7/2019,male,361,blue,3,chocolate,yes,,yes,8
6541,7/7/2019,male,126,blue,2,no preference,yes,>100K,yes,0
6542,7/7/2019,male,143,red,4,specialty,yes,,yes,4
6543,7/7/2019,male,327,blue,1,chocolate,yes,,yes,7
6544,7/7/2019,male,303,blue,5,specialty,yes,,yes,4
6545,7/7/2019,male,143,red,7,swirl,yes,>100K,yes,0
6546,7/7/2019,female,322,white,2,no preference,yes,>100K,yes,4
6547,7/7/2019,female,273,blue,9,vanilla,yes,>100K,yes,3
6548,7/7/2019,female,241,red,10,vanilla,yes,>100K,yes,4
6549,7/7/2019,male,341,no preference,8,no preference,yes,,yes,8
6550,7/7/2019,female,267,white,4,swirl,yes,>100K,yes,4
6551,7/7/2019,male,280,red,1,specialty,yes,,yes,7
6552,7/7/2019,male,341,silver,5,vanilla,yes,>100K,yes,1
6553,7/7/2019,female,226,white,5,specialty,yes,>100K,yes,6
6554,7/7/2019,male,299,no preference,0,swirl,yes,>100K,yes,0
6555,7/7/2019,male,315,red,5,no preference,yes,,yes,6
6556,7/7/2019,male,149,white,2,chocolate,yes,,yes,8
6557,7/7/2019,male,161,silver,5,swirl,yes,,yes,6
6558,7/7/2019,male,178,black,4,swirl,yes,>100K,yes,0
6559,7/7/2019,female,237,black,3,no preference,yes,>100K,yes,0
6560,7/7/2019,female,385,blue,1,vanilla,yes,>100K,yes,3
6561,7/7/2019,male,346,black,3,no preference,yes,,yes,8
6562,7/7/2019,male,172,silver,2,no preference,yes,,yes,5
6563,7/7/2019,female,273,black,2,chocolate,yes,>100K,yes,8
6564,7/7/2019,male,106,red,2,chocolate,yes,,yes,5
6565,7/7/2019,male,271,no preference,0,specialty,yes,,yes,6
6566,7/7/2019,male,388,no preference,10,swirl,yes,>100K,yes,0
6567,7/7/2019,female,235,black,3,swirl,yes,>100K,yes,8
6568,7/7/2019,male,343,no preference,5,swirl,yes,>100K,yes,3
6569,7/7/2019,male,229,black,4,specialty,yes,,yes,7
6570,7/7/2019,male,385,blue,0,no preference,yes,>100K,yes,2
6571,7/7/2019,female,369,red,6,chocolate,yes,>100K,yes,0
6572,7/7/2019,male,186,black,7,vanilla,yes,,yes,4
6573,7/7/2019,male,144,white,4,specialty,yes,,yes,7
6574,7/7/2019,female,156,silver,9,chocolate,yes,>100K,yes,4
6575,7/7/2019,female,272,red,4,chocolate,yes,>100K,yes,3
6576,7/7/2019,male,332,silver,2,no preference,yes,,yes,4
6577,7/7/2019,male,157,red,0,swirl,yes,>100K,yes,3
6578,7/7/2019,male,339,blue,6,vanilla,yes,,yes,8
6579,7/7/2019,male,351,black,0,swirl,yes,>100K,yes,0
6580,7/7/2019,male,382,red,8,chocolate,yes,>100K,yes,0
6581,7/7/2019,male,384,blue,9,no preference,yes,,yes,5
6582,7/7/2019,male,117,no preference,9,swirl,yes,>100K,yes,0
6583,7/7/2019,female,342,red,7,chocolate,yes,>100K,yes,1
6584,7/7/2019,male,246,black,3,specialty,yes,>100K,yes,1
6585,7/7/2019,male,114,blue,8,specialty,yes,>100K,yes,1
6586,7/7/2019,male,357,white,10,no preference,yes,,yes,7
6587,7/7/2019,male,101,white,1,chocolate,yes,,yes,7
6588,7/7/2019,male,134,blue,4,vanilla,yes,,yes,4
6589,7/7/2019,male,319,red,9,vanilla,yes,,yes,6
6590,7/7/2019,male,157,red,7,vanilla,yes,>100K,yes,3
6591,7/7/2019,male,289,silver,3,vanilla,yes,,yes,8
6592,7/7/2019,male,340,no preference,6,swirl,yes,>100K,yes,1
6593,7/7/2019,male,100,black,4,specialty,yes,,yes,8
6594,7/7/2019,male,187,black,3,vanilla,yes,>100K,yes,0
6595,7/7/2019,male,358,silver,7,chocolate,yes,,yes,4
6596,7/7/2019,female,364,no preference,4,vanilla,yes,>100K,yes,8
6597,7/7/2019,male,360,silver,6,chocolate,yes,,yes,8
6598,7/7/2019,female,141,blue,5,chocolate,yes,>100K,yes,2
6599,7/7/2019,male,223,red,1,no preference,yes,,yes,4
6600,7/7/2019,male,173,silver,2,vanilla,yes,>100K,yes,2
6601,7/7/2019,male,177,blue,9,specialty,yes,,yes,6
6602,7/7/2019,female,214,white,4,specialty,yes,>100K,yes,0
6603,7/7/2019,male,194,red,5,specialty,yes,>100K,yes,3
